cohort,phenotype,gene,annot,max_maf,p_value,p_value_burden,p_value_skat,beta_burden,se_burden,mac,mac_case,mac_control,rare_var_count,ultrarare_var_count,analysis_type
EUR_F,LDL_median,ENSG00000165138,pLoF,0.0001,4.21035973914441e-06,4.21035973914441e-06,4.21035973914441e-06,3.52381550520476,0.765927203603862,3.0,,,0.0,3.0,singles
EUR_F,LDL_median,ENSG00000165138,pLoF,0.01,4.21035973914441e-06,4.21035973914441e-06,4.21035973914441e-06,3.52381550520476,0.765927203603862,3.0,,,0.0,3.0,singles
EUR_M,LDL_median,ENSG00000165424,other_missense,0.0001,8.08359675448287e-08,8.08359675448287e-08,8.08359675448287e-08,2.76281058571257,0.514945100007454,6.0,,,0.0,6.0,singles
EUR_M,BMI_median,ENSG00000165516,damaging_missense,0.001,4.39977375506188e-06,4.39977375506188e-06,4.39977375506188e-06,0.206548838883065,0.0449846080689551,24.0,,,0.0,13.0,singles
EUR_M,BMI_median,ENSG00000165516,damaging_missense,0.01,4.39977375506188e-06,4.39977375506188e-06,4.39977375506188e-06,0.206548838883065,0.0449846080689551,24.0,,,0.0,13.0,singles
EUR_F,LDL_median,ENSG00000165996,synonymous,0.0001,6.889893303452981e-09,6.889893303452981e-09,6.889893303452981e-09,4.44113315618971,0.76656024402963,3.0,,,0.0,3.0,singles
EUR_ALL,AAA,ENSG00000166147,pLoF;damaging_missense,0.0001,1.04053591220344e-08,1.04053591220344e-08,1.04053591220344e-08,0.0958480998262064,0.0167449932635464,102.0,19.0,83.0,0.0,92.0,singles
EUR_ALL,AAA,ENSG00000166147,pLoF;damaging_missense,0.01,5.42100766831588e-07,0.0004264284182164,2.7058783724776e-07,0.0388514619631009,0.0110274369577698,277.0,28.0,249.0,3.0,97.0,singles
EUR_ALL,AAA,ENSG00000166147,pLoF;damaging_missense,0.001,1.35675993329087e-07,9.0661943790149e-06,1.49280417804931e-07,0.0628389481646755,0.0141582596868489,160.0,21.0,139.0,2.0,97.0,singles
EUR_ALL,AAA,ENSG00000166147,pLoF,0.01,2.18177436400146e-12,2.18177436400146e-12,2.18177436400146e-12,0.232519969196441,0.0331114494010649,15.0,9.0,6.0,0.0,14.0,singles
EUR_ALL,AAA,ENSG00000166147,pLoF,0.001,2.18177436400146e-12,2.18177436400146e-12,2.18177436400146e-12,0.232519969196441,0.0331114494010649,15.0,9.0,6.0,0.0,14.0,singles
EUR_ALL,AAA,ENSG00000166147,pLoF,0.0001,2.18177436400146e-12,2.18177436400146e-12,2.18177436400146e-12,0.232519969196441,0.0331114494010649,15.0,9.0,6.0,0.0,14.0,singles
EUR_M,AAA,ENSG00000166147,pLoF;damaging_missense,0.0001,1.87448163671011e-06,1.87448163671011e-06,1.87448163671011e-06,0.0930405745924745,0.0195196596563512,57.0,14.0,43.0,0.0,53.0,singles
EUR_M,AAA,ENSG00000166147,pLoF,0.001,8.50298051636746e-07,8.50298051636746e-07,8.50298051636746e-07,0.210154242313147,0.0426843097963008,8.0,5.0,3.0,0.0,7.0,singles
EUR_M,AAA,ENSG00000166147,pLoF,0.0001,8.50298051636746e-07,8.50298051636746e-07,8.50298051636746e-07,0.210154242313147,0.0426843097963008,8.0,5.0,3.0,0.0,7.0,singles
EUR_M,AAA,ENSG00000166147,pLoF,0.01,8.50298051636746e-07,8.50298051636746e-07,8.50298051636746e-07,0.210154242313147,0.0426843097963008,8.0,5.0,3.0,0.0,7.0,singles
EUR_F,AAA,ENSG00000166147,pLoF,0.001,1.08218553889921e-07,1.08218553889921e-07,1.08218553889921e-07,0.290560203824223,0.0546951960851541,7.0,4.0,3.0,0.0,7.0,singles
EUR_F,AAA,ENSG00000166147,pLoF,0.01,1.08218553889921e-07,1.08218553889921e-07,1.08218553889921e-07,0.290560203824223,0.0546951960851541,7.0,4.0,3.0,0.0,7.0,singles
EUR_F,AAA,ENSG00000166147,pLoF,0.0001,1.08218553889921e-07,1.08218553889921e-07,1.08218553889921e-07,0.290560203824223,0.0546951960851541,7.0,4.0,3.0,0.0,7.0,singles
AFR_F,BMI_median,ENSG00000166152,pLoF;damaging_missense,0.001,6.54767829865452e-06,6.54767829865452e-06,6.54767829865452e-06,0.887147686256542,0.196799057183552,3.0,,,0.0,2.0,singles
AFR_M,BMI_median,ENSG00000167910,pLoF;damaging_missense,0.01,9.21660026197216e-07,9.21660026197216e-07,9.21660026197216e-07,0.644219798233925,0.131268024512575,5.0,,,0.0,4.0,singles
AFR_M,BMI_median,ENSG00000167910,pLoF;damaging_missense,0.001,9.21660026197216e-07,9.21660026197216e-07,9.21660026197216e-07,0.644219798233925,0.131268024512575,5.0,,,0.0,4.0,singles
AFR_F,LDL_median,ENSG00000168010,damaging_missense,0.0001,2.74865621750093e-10,2.74865621750093e-10,2.74865621750093e-10,4.64801891304379,0.73633967725475,3.0,,,0.0,3.0,singles
EUR_ALL,BMI_median,ENSG00000168067,pLoF,0.01,2.83632701600727e-06,2.83632701600727e-06,2.83632701600727e-06,0.336459836760719,0.071857355880022,12.0,,,0.0,9.0,singles
EUR_ALL,BMI_median,ENSG00000168067,pLoF,0.001,2.83632701600727e-06,2.83632701600727e-06,2.83632701600727e-06,0.336459836760719,0.071857355880022,12.0,,,0.0,9.0,singles
EUR_ALL,BMI_median,ENSG00000168067,pLoF,0.0001,2.83632701600727e-06,2.83632701600727e-06,2.83632701600727e-06,0.336459836760719,0.071857355880022,12.0,,,0.0,9.0,singles
AFR_M,T2D,ENSG00000168393,pLoF;damaging_missense;other_missense;synonymous,0.001,8.42429812727245e-07,8.42429812727245e-07,8.42429812727245e-07,0.0973262776398289,0.0197605884066197,22.0,20.0,2.0,0.0,16.0,singles
EUR_M,BMI_median,ENSG00000168631,damaging_missense,0.01,7.943567912021e-07,7.943567912021e-07,7.943567912021e-07,1.06653551851915,0.216040062247106,1.0,,,0.0,1.0,singles
EUR_M,BMI_median,ENSG00000168631,damaging_missense,0.001,7.943567912021e-07,7.943567912021e-07,7.943567912021e-07,1.06653551851915,0.216040062247106,1.0,,,0.0,1.0,singles
EUR_M,BMI_median,ENSG00000168631,damaging_missense,0.0001,7.943567912021e-07,7.943567912021e-07,7.943567912021e-07,1.06653551851915,0.216040062247106,1.0,,,0.0,1.0,singles
AFR_F,LDL_median,ENSG00000169136,synonymous,0.01,3.40926867148372e-06,3.42062377289842e-06,1.98458964382198e-05,1.08473796243965,0.233588544008728,43.0,,,1.0,15.0,singles
EUR_ALL,LDL_median,ENSG00000169174,pLoF;damaging_missense;other_missense;synonymous,0.01,8.88609892757408e-06,0.0020506239188466,4.47140488735176e-06,-0.1545465638424,0.0501318688579888,867.0,,,10.0,186.0,singles
AFR_ALL,LDL_median,ENSG00000169174,pLoF;damaging_missense;other_missense;synonymous,0.001,1.42531621505348e-07,2.26301449135491e-07,4.42063270222892e-06,-0.489356275397018,0.0945374290445834,285.0,,,5.0,131.0,singles
AFR_ALL,LDL_median,ENSG00000169174,pLoF,0.01,5.95528515390242e-10,7.59636399016279e-10,1.06799581513014e-08,-1.1891637348751,0.193261280289872,49.0,,,1.0,6.0,singles
EUR_ALL,LDL_median,ENSG00000169174,pLoF;damaging_missense;other_missense;synonymous,0.001,4.72915553417774e-06,2.61323813115499e-05,4.68517051643857e-06,-0.320812361103791,0.0762968671526008,428.0,,,6.0,186.0,singles
AFR_F,LDL_median,ENSG00000169174,pLoF;damaging_missense;other_missense;synonymous,0.001,2.81366336188428e-07,2.81366336188428e-07,2.81366336188428e-07,-0.752738584331868,0.146574975797976,175.0,,,0.0,93.0,singles
AFR_ALL,LDL_median,ENSG00000169174,pLoF;damaging_missense;other_missense;synonymous,0.01,2.545183216841729e-28,0.0002220413808946,3.7916064566367097e-29,-0.138161035639645,0.0374164450642417,1729.0,,,27.0,131.0,singles
AFR_F,LDL_median,ENSG00000169174,damaging_missense,0.01,1.25056175203056e-16,1.7865167886150802e-17,2.87587616511981e-16,-1.4149259182993,0.166326933098649,78.0,,,1.0,5.0,singles
AFR_F,LDL_median,ENSG00000169174,pLoF;damaging_missense,0.01,2.0241936840386202e-20,9.65027328447954e-21,3.4059097349547597e-18,-1.29926296636817,0.139110141771508,105.0,,,2.0,9.0,singles
EUR_ALL,LDL_median,ENSG00000169174,pLoF;damaging_missense;other_missense;synonymous,0.0001,7.2488708430937e-07,7.2488708430937e-07,7.2488708430937e-07,-0.522125247172589,0.105382457845318,206.0,,,0.0,159.0,singles
AFR_ALL,LDL_median,ENSG00000169174,pLoF;damaging_missense,0.01,2.9426920389538598e-30,7.09830408316473e-31,1.60059342320987e-25,-1.27108970108413,0.110018973652094,172.0,,,2.0,12.0,singles
AFR_F,LDL_median,ENSG00000169174,pLoF;damaging_missense;other_missense;synonymous,0.01,2.4629178477321802e-21,0.0189059882971492,3.5184540681888297e-22,-0.111917839342752,0.0476777786386707,1104.0,,,23.0,93.0,singles
AFR_ALL,LDL_median,ENSG00000169174,damaging_missense,0.01,1.58633311141397e-21,2.2661901591628197e-22,1.15855025657641e-20,-1.30873766518423,0.134518042759526,123.0,,,1.0,6.0,singles
AFR_M,LDL_median,ENSG00000169174,pLoF,0.01,4.76011152272804e-06,1.14855622610488e-05,4.85810131756192e-06,-1.37226636576235,0.312793570051172,22.0,,,1.0,2.0,singles
AFR_M,LDL_median,ENSG00000169174,damaging_missense,0.01,8.96169531439117e-06,8.81583183798273e-06,2.77990266116523e-05,-1.06895682142468,0.240520439346006,45.0,,,1.0,2.0,singles
AFR_M,LDL_median,ENSG00000169174,pLoF;damaging_missense,0.01,5.09794317871126e-10,4.59334532130489e-10,7.42230725769844e-08,-1.18279859236666,0.189782116016454,67.0,,,2.0,4.0,singles
AFR_ALL,LDL_median,ENSG00000169189,damaging_missense,0.0001,3.57430685088415e-06,3.57430685088415e-06,3.57430685088415e-06,4.19344332669448,0.904790026609481,2.0,,,0.0,2.0,singles
EUR_ALL,BMI_median,ENSG00000169359,pLoF,0.01,3.67582368605275e-06,3.67582368605275e-06,3.67582368605275e-06,0.513660253006124,0.110967686478225,5.0,,,0.0,5.0,singles
EUR_ALL,BMI_median,ENSG00000169359,pLoF,0.0001,3.67582368605275e-06,3.67582368605275e-06,3.67582368605275e-06,0.513660253006124,0.110967686478225,5.0,,,0.0,5.0,singles
EUR_ALL,BMI_median,ENSG00000169359,pLoF,0.001,3.67582368605275e-06,3.67582368605275e-06,3.67582368605275e-06,0.513660253006124,0.110967686478225,5.0,,,0.0,5.0,singles
EUR_F,BMI_median,ENSG00000170044,pLoF,0.01,6.95863786785968e-06,6.95863786785968e-06,6.95863786785968e-06,0.446565158425275,0.0993481981928688,8.0,,,0.0,5.0,singles
EUR_F,BMI_median,ENSG00000170044,pLoF,0.001,6.95863786785968e-06,6.95863786785968e-06,6.95863786785968e-06,0.446565158425275,0.0993481981928688,8.0,,,0.0,5.0,singles
AFR_ALL,LDL_median,ENSG00000170373,pLoF;damaging_missense,0.001,1.36789087607833e-08,1.36789087607833e-08,1.36789087607833e-08,3.26546779515025,0.575173596932336,5.0,,,0.0,4.0,singles
AFR_ALL,LDL_median,ENSG00000170373,damaging_missense,0.01,4.25124707521553e-14,4.25124707521553e-14,4.25124707521553e-14,6.84575002786165,0.906353621238628,2.0,,,0.0,1.0,singles
AFR_F,LDL_median,ENSG00000170373,damaging_missense,0.01,2.6842259660522e-14,2.6842259660522e-14,2.6842259660522e-14,6.86591317719702,0.901902173487139,2.0,,,0.0,1.0,singles
AFR_ALL,LDL_median,ENSG00000170373,pLoF;damaging_missense,0.01,1.36789087607833e-08,1.36789087607833e-08,1.36789087607833e-08,3.26546779515025,0.575173596932336,5.0,,,0.0,4.0,singles
AFR_F,LDL_median,ENSG00000170373,pLoF;damaging_missense,0.01,2.6966003223466503e-09,2.6966003223466503e-09,2.6966003223466503e-09,3.80564565277733,0.63970362850586,4.0,,,0.0,3.0,singles
AFR_F,LDL_median,ENSG00000170373,pLoF;damaging_missense,0.001,2.6966003223466503e-09,2.6966003223466503e-09,2.6966003223466503e-09,3.80564565277733,0.63970362850586,4.0,,,0.0,3.0,singles
AFR_ALL,LDL_median,ENSG00000170373,damaging_missense,0.001,4.25124707521553e-14,4.25124707521553e-14,4.25124707521553e-14,6.84575002786165,0.906353621238628,2.0,,,0.0,1.0,singles
AFR_F,LDL_median,ENSG00000170373,damaging_missense,0.001,2.6842259660522e-14,2.6842259660522e-14,2.6842259660522e-14,6.86591317719702,0.901902173487139,2.0,,,0.0,1.0,singles
EUR_ALL,BMI_median,ENSG00000170577,synonymous,0.001,5.14669897277997e-06,0.0021842824770415,3.16927022714353e-06,0.0798576829862075,0.0260635542863669,94.0,,,1.0,34.0,singles
EUR_ALL,BMI_median,ENSG00000170577,synonymous,0.01,5.14669897277997e-06,0.0021842824770415,3.16927022714353e-06,0.0798576829862075,0.0260635542863669,94.0,,,1.0,34.0,singles
EUR_M,BMI_median,ENSG00000170619,damaging_missense,0.0001,4.72091095465096e-06,4.72091095465096e-06,4.72091095465096e-06,0.443701220557537,0.0969452485612107,5.0,,,0.0,3.0,singles
EUR_M,BMI_median,ENSG00000170619,pLoF;damaging_missense,0.0001,4.72091095465096e-06,4.72091095465096e-06,4.72091095465096e-06,0.443701220557537,0.0969452485612107,5.0,,,0.0,3.0,singles
EUR_M,BMI_median,ENSG00000170619,damaging_missense,0.01,4.72091095465096e-06,4.72091095465096e-06,4.72091095465096e-06,0.443701220557537,0.0969452485612107,5.0,,,0.0,3.0,singles
EUR_M,BMI_median,ENSG00000170619,pLoF;damaging_missense,0.01,4.72091095465096e-06,4.72091095465096e-06,4.72091095465096e-06,0.443701220557537,0.0969452485612107,5.0,,,0.0,3.0,singles
EUR_M,BMI_median,ENSG00000170619,damaging_missense,0.001,4.72091095465096e-06,4.72091095465096e-06,4.72091095465096e-06,0.443701220557537,0.0969452485612107,5.0,,,0.0,3.0,singles
EUR_M,BMI_median,ENSG00000170619,pLoF;damaging_missense,0.001,4.72091095465096e-06,4.72091095465096e-06,4.72091095465096e-06,0.443701220557537,0.0969452485612107,5.0,,,0.0,3.0,singles
EUR_ALL,LDL_median,ENSG00000171302,damaging_missense,0.0001,5.64127627976361e-06,5.64127627976361e-06,5.64127627976361e-06,1.64769287817572,0.36297538973929,13.0,,,0.0,10.0,singles
EUR_F,BMI_median,ENSG00000171360,damaging_missense,0.0001,4.32868293542978e-06,4.32868293542978e-06,4.32868293542978e-06,0.643033445085104,0.139943736694071,4.0,,,0.0,4.0,singles
AFR_F,LDL_median,ENSG00000171522,synonymous,0.01,3.86264104301759e-06,1.60789820200513e-05,2.57767295386291e-06,0.912541833327564,0.211561568444939,38.0,,,2.0,7.0,singles
AFR_F,LDL_median,ENSG00000171557,synonymous,0.001,3.51381867916174e-07,3.51381867916174e-07,3.51381867916174e-07,2.47960467073449,0.486810687498607,7.0,,,0.0,6.0,singles
AFR_F,LDL_median,ENSG00000171566,synonymous,0.001,1.7828473911561e-06,1.7828473911561e-06,1.7828473911561e-06,1.61951614929922,0.339052142827542,15.0,,,0.0,10.0,singles
AFR_F,LDL_median,ENSG00000171566,synonymous,0.01,1.7828473911561e-06,1.7828473911561e-06,1.7828473911561e-06,1.61951614929922,0.339052142827542,15.0,,,0.0,10.0,singles
EUR_M,BMI_median,ENSG00000172955,other_missense,0.0001,4.04780131847211e-07,4.04780131847211e-07,4.04780131847211e-07,0.153025093020689,0.0302021466666385,56.0,,,0.0,40.0,singles
EUR_M,BMI_median,ENSG00000172955,other_missense,0.001,6.51170980392468e-06,1.49643858288195e-05,8.44423818668893e-06,0.0897132227764984,0.0207227605713456,125.0,,,1.0,48.0,singles
AFR_M,BMI_median,ENSG00000172992,damaging_missense,0.001,2.43322730145835e-06,2.43322730145835e-06,2.43322730145835e-06,1.36552704631748,0.289696537113329,1.0,,,0.0,1.0,singles
EUR_M,BMI_median,ENSG00000173418,damaging_missense,0.01,5.61559141183309e-06,5.61559141183309e-06,5.61559141183309e-06,0.9810803248966,0.216079434957278,1.0,,,0.0,1.0,singles
EUR_M,BMI_median,ENSG00000173418,damaging_missense,0.001,5.61559141183309e-06,5.61559141183309e-06,5.61559141183309e-06,0.9810803248966,0.216079434957278,1.0,,,0.0,1.0,singles
EUR_M,BMI_median,ENSG00000173418,damaging_missense,0.0001,5.61559141183309e-06,5.61559141183309e-06,5.61559141183309e-06,0.9810803248966,0.216079434957278,1.0,,,0.0,1.0,singles
EUR_F,LDL_median,ENSG00000174326,pLoF,0.01,1.98794265438007e-06,3.6395775537823e-06,2.32971147173799e-06,1.61698333780229,0.349167359156731,15.0,,,1.0,1.0,singles
EUR_F,LDL_median,ENSG00000174326,pLoF,0.001,1.98794265438007e-06,3.6395775537823e-06,2.32971147173799e-06,1.61698333780229,0.349167359156731,15.0,,,1.0,1.0,singles
AFR_F,LDL_median,ENSG00000174738,pLoF;damaging_missense,0.001,2.1115430642603598e-12,2.1115430642603598e-12,2.1115430642603598e-12,2.63100852899553,0.374418876318288,10.0,,,0.0,6.0,singles
AFR_F,LDL_median,ENSG00000174738,damaging_missense,0.001,1.03507723829981e-13,1.03507723829981e-13,1.03507723829981e-13,2.90160320952619,0.390192013520122,9.0,,,0.0,5.0,singles
AFR_F,LDL_median,ENSG00000174738,damaging_missense,0.01,1.03507723829981e-13,1.03507723829981e-13,1.03507723829981e-13,2.90160320952619,0.390192013520122,9.0,,,0.0,5.0,singles
AFR_ALL,LDL_median,ENSG00000174738,pLoF;damaging_missense,0.01,1.01105608977726e-06,1.01105608977726e-06,1.01105608977726e-06,1.46894404280852,0.300429851063461,17.0,,,0.0,9.0,singles
AFR_ALL,LDL_median,ENSG00000174738,damaging_missense,0.001,3.62938039677074e-07,3.62938039677074e-07,3.62938039677074e-07,1.56802931256244,0.308216066340714,16.0,,,0.0,8.0,singles
AFR_ALL,LDL_median,ENSG00000174738,pLoF;damaging_missense,0.001,1.01105608977726e-06,1.01105608977726e-06,1.01105608977726e-06,1.46894404280852,0.300429851063461,17.0,,,0.0,9.0,singles
AFR_ALL,LDL_median,ENSG00000174738,damaging_missense,0.01,3.62938039677074e-07,3.62938039677074e-07,3.62938039677074e-07,1.56802931256244,0.308216066340714,16.0,,,0.0,8.0,singles
AFR_F,LDL_median,ENSG00000174738,pLoF;damaging_missense,0.01,2.1115430642603598e-12,2.1115430642603598e-12,2.1115430642603598e-12,2.63100852899553,0.374418876318288,10.0,,,0.0,6.0,singles
EUR_ALL,BMI_median,ENSG00000174748,damaging_missense,0.001,1.31991351337389e-06,1.31991351337389e-06,1.31991351337389e-06,0.347596094349887,0.0718659026486062,12.0,,,0.0,9.0,singles
EUR_ALL,BMI_median,ENSG00000174748,pLoF;damaging_missense,0.01,1.31991351337389e-06,1.31991351337389e-06,1.31991351337389e-06,0.347596094349887,0.0718659026486062,12.0,,,0.0,9.0,singles
EUR_ALL,BMI_median,ENSG00000174748,pLoF;damaging_missense,0.001,1.31991351337389e-06,1.31991351337389e-06,1.31991351337389e-06,0.347596094349887,0.0718659026486062,12.0,,,0.0,9.0,singles
EUR_ALL,BMI_median,ENSG00000174748,pLoF;damaging_missense,0.0001,1.31991351337389e-06,1.31991351337389e-06,1.31991351337389e-06,0.347596094349887,0.0718659026486062,12.0,,,0.0,9.0,singles
EUR_ALL,BMI_median,ENSG00000174748,damaging_missense,0.01,1.31991351337389e-06,1.31991351337389e-06,1.31991351337389e-06,0.347596094349887,0.0718659026486062,12.0,,,0.0,9.0,singles
EUR_ALL,BMI_median,ENSG00000174748,damaging_missense,0.0001,1.31991351337389e-06,1.31991351337389e-06,1.31991351337389e-06,0.347596094349887,0.0718659026486062,12.0,,,0.0,9.0,singles
EUR_M,LDL_median,ENSG00000174891,pLoF;damaging_missense;other_missense;synonymous,0.0001,6.97911414159799e-06,6.97911414159799e-06,6.97911414159799e-06,1.26219627157147,0.280842266249897,21.0,,,0.0,21.0,singles
EUR_M,LDL_median,ENSG00000174891,other_missense,0.0001,5.08884458641015e-06,5.08884458641015e-06,5.08884458641015e-06,1.6739997654185,0.367017376779651,12.0,,,0.0,12.0,singles
AFR_F,T2D,ENSG00000175003,pLoF;damaging_missense;other_missense;synonymous,0.001,4.80489814391749e-06,3.55850337052654e-05,5.68940405787366e-06,0.0321012402497763,0.0077643855749423,257.0,109.0,148.0,4.0,100.0,singles
AFR_M,LDL_median,ENSG00000175121,synonymous,0.001,2.38187224479946e-10,2.38187224479946e-10,2.38187224479946e-10,6.14821068612071,0.970598761172404,2.0,,,0.0,2.0,singles
AFR_M,LDL_median,ENSG00000175121,pLoF;damaging_missense;other_missense;synonymous,0.001,1.11903475257492e-06,1.11903475257492e-06,1.11903475257492e-06,3.03025876353416,0.622298692486908,5.0,,,0.0,5.0,singles
AFR_M,BMI_median,ENSG00000175928,damaging_missense,0.01,8.94211978883236e-06,8.94211978883236e-06,8.94211978883236e-06,0.912335814211113,0.205421357227774,2.0,,,0.0,1.0,singles
AFR_M,BMI_median,ENSG00000175928,pLoF;damaging_missense,0.001,8.94211978883236e-06,8.94211978883236e-06,8.94211978883236e-06,0.912335814211113,0.205421357227774,2.0,,,0.0,1.0,singles
AFR_M,BMI_median,ENSG00000175928,pLoF;damaging_missense,0.01,8.94211978883236e-06,8.94211978883236e-06,8.94211978883236e-06,0.912335814211113,0.205421357227774,2.0,,,0.0,1.0,singles
AFR_M,BMI_median,ENSG00000175928,damaging_missense,0.001,8.94211978883236e-06,8.94211978883236e-06,8.94211978883236e-06,0.912335814211113,0.205421357227774,2.0,,,0.0,1.0,singles
EUR_ALL,BMI_median,ENSG00000176566,pLoF;damaging_missense,0.0001,2.74606694730095e-06,2.74606694730095e-06,2.74606694730095e-06,0.671165696951149,0.143137652173213,3.0,,,0.0,2.0,singles
EUR_ALL,BMI_median,ENSG00000176566,damaging_missense,0.0001,2.74606694730095e-06,2.74606694730095e-06,2.74606694730095e-06,0.671165696951149,0.143137652173213,3.0,,,0.0,2.0,singles
EUR_F,LDL_median,ENSG00000176971,synonymous,0.0001,6.2902515080565e-06,6.2902515080565e-06,6.2902515080565e-06,5.971281682692,1.322135721929,1.0,,,0.0,1.0,singles
AFR_F,BMI_median,ENSG00000177693,synonymous,0.0001,1.81227990545917e-06,1.81227990545917e-06,1.81227990545917e-06,1.62108504729302,0.339614882144528,1.0,,,0.0,1.0,singles
EUR_F,LDL_median,ENSG00000178177,pLoF;damaging_missense;other_missense;synonymous,0.001,1.12754168080098e-06,2.54987766260539e-05,1.33515668276907e-06,0.462610749495228,0.109874940661499,362.0,,,3.0,176.0,singles
EUR_F,LDL_median,ENSG00000178177,other_missense,0.001,4.70202308133771e-06,7.00233876251843e-05,4.31630692887541e-06,0.479572692124016,0.120610616471505,263.0,,,1.0,132.0,singles
AFR_ALL,LDL_median,ENSG00000178917,synonymous,0.0001,2.78169074577241e-06,2.78169074577241e-06,2.78169074577241e-06,2.28519907583193,0.487632489832383,7.0,,,0.0,7.0,singles
AFR_ALL,LDL_median,ENSG00000179344,other_missense,0.0001,5.63938447304886e-08,5.63938447304886e-08,5.63938447304886e-08,2.3419909711424,0.431315894228114,9.0,,,0.0,9.0,singles
AFR_ALL,LDL_median,ENSG00000179958,synonymous,0.0001,3.40329441650116e-08,3.40329441650116e-08,3.40329441650116e-08,4.99872832806678,0.905679605138155,2.0,,,0.0,2.0,singles
AFR_M,LDL_median,ENSG00000179958,synonymous,0.001,8.08805042586057e-07,8.08805042586057e-07,8.08805042586057e-07,4.79446890182011,0.971872011194571,2.0,,,0.0,2.0,singles
AFR_ALL,LDL_median,ENSG00000181625,other_missense,0.0001,2.85291707396017e-08,2.85291707396017e-08,2.85291707396017e-08,4.10663512572046,0.739903406210377,3.0,,,0.0,3.0,singles
AFR_M,LDL_median,ENSG00000181625,other_missense,0.01,2.06203087713726e-07,2.06203087713726e-07,2.06203087713726e-07,5.04249888375763,0.970895662552407,2.0,,,0.0,2.0,singles
AFR_M,LDL_median,ENSG00000181625,other_missense,0.001,2.06203087713726e-07,2.06203087713726e-07,2.06203087713726e-07,5.04249888375763,0.970895662552407,2.0,,,0.0,2.0,singles
AFR_ALL,LDL_median,ENSG00000181625,other_missense,0.001,8.7300095992878e-06,8.7300095992878e-06,8.7300095992878e-06,2.55608759161038,0.574860022678593,5.0,,,0.0,4.0,singles
AFR_ALL,LDL_median,ENSG00000181625,other_missense,0.01,8.7300095992878e-06,8.7300095992878e-06,8.7300095992878e-06,2.55608759161038,0.574860022678593,5.0,,,0.0,4.0,singles
EUR_ALL,T2D,ENSG00000181744,pLoF;damaging_missense;other_missense;synonymous,0.001,3.28784844194629e-06,0.0005714892224211,2.55352310507551e-06,0.0230674241439201,0.0066963094507558,267.0,74.0,193.0,3.0,115.0,singles
AFR_F,LDL_median,ENSG00000181751,damaging_missense,0.001,1.40431349631618e-12,1.40431349631618e-12,1.40431349631618e-12,3.04090116353791,0.429286002021216,7.0,,,0.0,3.0,singles
AFR_ALL,LDL_median,ENSG00000181751,damaging_missense,0.001,3.06936764580709e-12,3.06936764580709e-12,3.06936764580709e-12,2.99853650499304,0.429927854602659,7.0,,,0.0,3.0,singles
AFR_ALL,LDL_median,ENSG00000181751,damaging_missense,0.01,3.06936764580709e-12,3.06936764580709e-12,3.06936764580709e-12,2.99853650499304,0.429927854602659,7.0,,,0.0,3.0,singles
AFR_F,LDL_median,ENSG00000181751,damaging_missense,0.01,1.40431349631618e-12,1.40431349631618e-12,1.40431349631618e-12,3.04090116353791,0.429286002021216,7.0,,,0.0,3.0,singles
AFR_ALL,LDL_median,ENSG00000181751,pLoF;damaging_missense,0.01,3.06936764580709e-12,3.06936764580709e-12,3.06936764580709e-12,2.99853650499304,0.429927854602659,7.0,,,0.0,3.0,singles
AFR_F,LDL_median,ENSG00000181751,pLoF;damaging_missense,0.001,1.40431349631618e-12,1.40431349631618e-12,1.40431349631618e-12,3.04090116353791,0.429286002021216,7.0,,,0.0,3.0,singles
AFR_ALL,LDL_median,ENSG00000181751,pLoF;damaging_missense,0.001,3.06936764580709e-12,3.06936764580709e-12,3.06936764580709e-12,2.99853650499304,0.429927854602659,7.0,,,0.0,3.0,singles
AFR_F,LDL_median,ENSG00000181751,pLoF;damaging_missense,0.01,1.40431349631618e-12,1.40431349631618e-12,1.40431349631618e-12,3.04090116353791,0.429286002021216,7.0,,,0.0,3.0,singles
AFR_F,BMI_median,ENSG00000181827,pLoF,0.001,4.73181497894334e-06,4.73181497894334e-06,4.73181497894334e-06,1.55351794643331,0.339467342243714,1.0,,,0.0,1.0,singles
AFR_F,BMI_median,ENSG00000181827,pLoF,0.0001,4.73181497894334e-06,4.73181497894334e-06,4.73181497894334e-06,1.55351794643331,0.339467342243714,1.0,,,0.0,1.0,singles
AFR_F,BMI_median,ENSG00000181827,pLoF,0.01,4.73181497894334e-06,4.73181497894334e-06,4.73181497894334e-06,1.55351794643331,0.339467342243714,1.0,,,0.0,1.0,singles
AFR_ALL,BMI_median,ENSG00000181827,pLoF,0.0001,1.18632641528357e-06,1.18632641528357e-06,1.18632641528357e-06,1.56697841813688,0.322562405813148,1.0,,,0.0,1.0,singles
AFR_ALL,BMI_median,ENSG00000181827,pLoF,0.001,1.18632641528357e-06,1.18632641528357e-06,1.18632641528357e-06,1.56697841813688,0.322562405813148,1.0,,,0.0,1.0,singles
AFR_ALL,BMI_median,ENSG00000181827,pLoF,0.01,1.18632641528357e-06,1.18632641528357e-06,1.18632641528357e-06,1.56697841813688,0.322562405813148,1.0,,,0.0,1.0,singles
AFR_F,BMI_median,ENSG00000182070,synonymous,0.0001,1.81227990545917e-06,1.81227990545917e-06,1.81227990545917e-06,1.62108504729302,0.339614882144528,1.0,,,0.0,1.0,singles
